"Estimated Resident Population by Age and Sex (1991+) (Qrtly-Mar/Jun/Sep/Dec)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","As at","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" ","Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" ","0 Years","1 Years","2 Years","3 Years","4 Years","5 Years","6 Years","7 Years","8 Years","9 Years","10 Years","11 Years","12 Years","13 Years","14 Years","15 Years","16 Years","17 Years","18 Years","19 Years","20 Years","21 Years","22 Years","23 Years","24 Years","25 Years","26 Years","27 Years","28 Years","29 Years","30 Years","31 Years","32 Years","33 Years","34 Years","35 Years","36 Years","37 Years","38 Years","39 Years","40 Years","41 Years","42 Years","43 Years","44 Years","45 Years","46 Years","47 Years","48 Years","49 Years","50 Years","51 Years","52 Years","53 Years","54 Years","55 Years","56 Years","57 Years","58 Years","59 Years","60 Years","61 Years","62 Years","63 Years","64 Years","65 Years","66 Years","67 Years","68 Years","69 Years","70 Years","71 Years","72 Years","73 Years","74 Years","75 Years","76 Years","77 Years","78 Years","79 Years","80 Years","81 Years","82 Years","83 Years","84 Years","85 Years","86 Years","87 Years","88 Years","89 Years","90 Years","91 Years","92 Years","93 Years","94 Years","0-4 Years","5-9 Years","10-14 Years","15-19 Years","20-24 Years","25-29 Years","30-34 Years","35-39 Years","40-44 Years","45-49 Years","50-54 Years","55-59 Years","60-64 Years","65-69 Years","70-74 Years","75-79 Years","80-84 Years","85-89 Years","Under 15 Years","Under 16 Years","Under 18 Years","Under 20 Years","15-39 Years","15-49 Years","15-59 Years","40-64 Years","15-64 Years","15 Years and Over","16 Years and Over","18 Years and Over","20 Years and Over","90-94 Years","60 Years and Over","65 Years and Over","75 Years and Over","80 Years and Over","85 Years and Over","90 Years and Over","95 Years and Over","Median Age (Years)","Total All Ages"
"2002Q3",54820,55810,57300,55780,57330,57240,57800,59210,59280,60850,61660,63440,63410,60910,60140,58410,57740,57590,57670,58210,57380,56170,53590,51970,49290,48540,48180,49710,51760,54090,57760,60030,58980,59820,59310,59540,59520,60300,62150,64300,64600,63910,61950,60560,58270,57300,56300,54390,52970,50750,50470,49570,49450,48540,48670,49320,42850,40090,37570,34120,36700,36750,34920,31700,30120,28750,27730,26040,25740,25050,24820,25260,24630,23370,22790,21720,20880,19800,18630,16900,16240,14970,14400,10340,9660,8950,8110,7000,6110,4890,4160,3000,2510,1830,1340,281050,294380,309550,289620,268390,252270,295900,305810,309300,271720,246690,203950,170180,133310,120860,97930,65620,35070,885000,943400,1058700,1174600,1412000,1993000,2443600,1201800,2613800,3082600,3024200,2908900,2793000,12830,639000,468800,214600,116700,51100,15990,3160,34.9,3967600
"2002Q4",54960,55790,57390,56510,56620,57450,57980,59090,59350,60940,61450,63160,63890,61730,60340,59020,57840,57650,57800,58200,58260,56190,54460,52620,50160,48820,49010,49410,51960,54190,57700,60150,59610,60040,59980,59500,59990,60260,62190,64190,64950,64140,63030,60590,59250,57490,57100,54800,53360,50980,50960,49540,49710,48590,48950,48900,45490,40780,37880,34960,35790,36690,35670,32440,30390,29120,28010,26140,26130,24830,24870,24860,24870,23450,22940,21630,20990,19800,18900,17160,16070,14980,14490,10890,9840,8770,8250,6960,6200,4910,4240,3050,2580,1800,1380,281270,294820,310580,290500,271670,253390,297480,306120,311960,273730,247740,208010,170980,134230,121000,98470,66270,35090,886700,945700,1061200,1177200,1419200,2004900,2460600,1212400,2631600,3102900,3043900,2928400,2812400,13050,642300,471300,216100,117600,51300,16220,3170,34.9,3989500
"2003Q1",55540,55170,57250,57520,56200,58090,57260,59150,59850,60590,61160,63260,64420,62440,60770,60100,58250,58340,58480,58980,59530,57210,55540,53440,50980,49050,49410,49040,51790,54130,57110,60290,60240,60310,60540,59700,60210,60500,61590,63730,65450,64630,63520,61320,59800,58050,57100,55600,53610,51760,50940,49940,49480,48910,48640,48680,47760,41210,38230,36300,34460,37040,36420,32680,30760,29360,28130,26580,25990,24910,24940,24500,24970,23690,22680,21790,21020,20030,19050,17330,16020,15260,14230,11770,9900,8650,8350,6990,6240,4970,4290,3230,2510,1900,1390,281680,294940,312060,294140,276700,253430,298470,305730,314720,276120,247900,212190,171350,134970,120780,99210,67170,35200,888700,948800,1065400,1182800,1428500,2019300,2479400,1222300,2650700,3124700,3064600,2948000,2830500,13340,645300,473900,218200,119000,51800,16590,3250,34.9,4013300
"2003Q2",55920,55020,56820,57840,56240,58040,57760,58800,60020,60250,61740,62680,64440,63320,61110,60310,58570,58520,58630,59250,59460,57780,55850,53550,51720,49140,49370,49000,51280,53960,56560,60000,61050,59990,60610,60360,60410,60250,61340,63670,64960,65210,64070,61880,60920,58120,57320,56060,54030,52630,50770,50260,49330,49400,48400,48700,48980,41280,39190,37480,33500,37150,36630,33820,30810,29530,28390,26930,25830,25040,24820,24370,24840,23810,22600,22220,20850,19950,19260,17390,16100,15320,13920,12600,9810,8670,8240,7090,6230,5150,4240,3390,2480,1930,1400,281850,294860,313290,295280,278360,252760,298220,306030,317020,278160,248160,215630,171920,135720,120440,99660,67760,35390,890000,950300,1067400,1185300,1430700,2025800,2489600,1230900,2661500,3137200,3076900,2959800,2841900,13420,647600,475700,219500,119900,52100,16720,3290,35.0,4027200
"2003Q3",56270,54920,56480,58060,56510,57880,57870,58560,60100,60090,61680,62530,64130,64040,61570,60890,59360,58800,59040,59210,59760,58350,56460,53960,52380,49850,49320,49280,51200,53510,56170,59610,61470,60210,61110,60520,60590,60430,61340,63130,65220,65370,64610,62590,61110,58800,57780,56650,54690,53130,50910,50560,49620,49430,48530,48600,49270,42860,40080,37490,34010,36620,36620,34770,31490,29870,28490,27430,25640,25340,24540,24290,24700,24040,22700,22080,21010,20080,18960,17820,15980,15300,13960,13400,9490,8760,8040,7200,6100,5240,4140,3450,2440,1980,1410,282230,294500,313950,297300,280910,253170,298580,306020,318890,281060,249050,218300,173510,136780,120280,99950,68130,35340,890700,951600,1069700,1188000,1436000,2035900,2503300,1240800,2676800,3153900,3093000,2974900,2856600,13420,650700,477100,220100,120100,52000,16680,3260,35.0,4044600
"2003Q4",56790,54950,56330,58010,57230,57160,57950,58600,59950,60070,61660,62170,63690,64430,62250,60980,59840,58770,58830,59050,59470,59210,56450,54640,52920,50680,49510,50050,50740,53550,56070,59330,61480,60780,61220,61170,60460,60810,61210,63030,65030,65670,64770,63610,61030,59660,57910,57480,55040,53480,51120,51020,49530,49700,48500,48870,48860,45440,40790,37760,34860,35680,36550,35510,32210,30170,28870,27710,25730,25750,24330,24370,24280,24280,22820,22240,20910,20200,18990,18040,16260,15140,13950,13460,9980,8960,7890,7330,6110,5310,4140,3550,2490,2020,1380,283310,293740,314200,297470,282690,254540,298890,306680,320110,283570,249880,221720,174820,138230,120080,100370,68800,35580,891200,952200,1070800,1188700,1440300,2043900,2515500,1250100,2690400,3170300,3109400,2990700,2872900,13570,654800,480000,221700,121300,52500,16900,3330,35.1,4061600
"2004Q1",57460,55400,55620,57830,58160,56780,58460,57830,59910,60550,61270,61860,63780,64910,62950,61370,60900,59060,59150,59380,59700,59840,57000,55250,53260,51200,49530,50220,50340,53280,55750,58710,61440,61240,61440,61560,60610,60960,61350,62300,64530,66150,65230,64060,61710,60140,58360,57500,55770,53740,51830,51030,49900,49440,48830,48500,48610,47720,41200,38110,36230,34300,36910,36220,32450,30560,29070,27800,26180,25580,24430,24400,23900,24390,23010,21990,21060,20230,19190,18180,16440,15100,14190,13190,10760,8980,7770,7420,6170,5340,4190,3600,2640,1980,1460,284470,293530,314760,299880,285050,254580,298590,306780,321670,285500,251030,224140,176100,139200,120130,100660,69690,35690,892800,954100,1074100,1192600,1444900,2052100,2527200,1258500,2703300,3186000,3124600,3004600,2886100,13870,658700,482600,223300,122600,53000,17270,3400,35.1,4078700
"2004Q2",57930,55660,55370,57300,58390,56790,58350,58150,59400,60690,60850,62370,63140,64910,63780,61700,60990,59280,59200,59280,59740,59520,57400,55270,53190,51630,49410,50060,50090,52630,55410,58010,61060,62000,60890,61550,61150,61030,60960,61970,64390,65620,65770,64560,62180,61230,58390,57600,56300,54190,52710,50810,50210,49220,49320,48250,48610,48920,41230,39060,37390,33390,36990,36450,33630,30590,29270,28050,26550,25390,24650,24270,23840,24220,23230,21950,21450,20070,19120,18400,16520,15190,14330,12860,11570,8870,7810,7300,6250,5360,4320,3530,2760,1950,1480,284660,293380,315050,300450,285110,253820,297370,306660,322520,287710,252260,226080,177840,139840,120210,100990,70480,35590,893100,954800,1075100,1193500,1443400,2053600,2532000,1266400,2709800,3194400,3132700,3012500,2894000,14040,662500,484600,224600,123600,53100,17510,3470,35.2,4087500
"2004Q3",58120,55980,55250,56910,58500,57030,58170,58110,59110,60700,60620,62240,63020,64560,64450,62130,61700,59890,59270,59430,59530,59610,57940,55770,53410,52030,49990,49860,50180,52440,54830,57450,60620,62320,60980,61930,61260,61230,61000,61980,63720,65830,65830,65020,62890,61390,59030,57920,56900,54840,53160,50970,50490,49500,49320,48400,48470,49200,42750,39990,37370,33900,36460,36410,34610,31280,29660,28170,27050,25230,24970,24030,23770,24070,23400,22060,21320,20240,19210,18100,16950,15070,14310,12920,12260,8580,7840,7130,6290,5250,4380,3400,2820,1930,1480,284770,293130,314900,302420,286260,254510,296200,307390,323300,290090,253440,228820,178740,141400,120240,100930,71510,35090,892800,954900,1076500,1195200,1446800,2060200,2542400,1274400,2721200,3207800,3145700,3024100,2905400,14000,665400,486600,225000,124100,52600,17460,3460,35.3,4100600
"2004Q4",57810,56470,55190,56740,58420,57730,57470,58110,59010,60540,60440,62090,62640,64020,64790,62650,61580,60380,59050,59270,59310,59390,58770,55980,54090,52530,50750,49940,50890,51930,54760,57190,60280,62280,61570,61970,61870,61000,61250,61780,63470,65570,66110,65130,63880,61230,59850,58000,57670,55190,53520,51210,50930,49420,49600,48390,48740,48750,45350,40710,37640,34780,35510,36350,35320,32000,29970,28590,27350,25350,25340,23830,23850,23670,23600,22170,21490,20150,19330,18170,17110,15350,14160,12910,12380,8980,8010,7000,6380,5270,4430,3420,2890,1960,1520,284630,292850,313980,302940,287540,256050,296070,307870,324150,291940,254680,231950,179600,143250,120290,101310,71920,35630,891500,954100,1076100,1194400,1450500,2066600,2553200,1282300,2732800,3222900,3160200,3038300,2919900,14220,669700,490100,226500,125200,53300,17680,3460,35.4,4114300
"2005Q1",57880,57080,55590,55890,58230,58570,57050,58530,58070,60360,60880,61600,62250,64020,65160,63300,61890,61300,58980,59460,59400,59310,59050,56330,54530,52780,51140,49890,51030,51360,54480,56790,59580,62140,62000,62120,62170,61130,61320,61820,62680,64880,66520,65520,64290,61840,60320,58420,57620,55800,53780,51880,51000,49740,49300,48730,48420,48520,47620,41130,37990,36120,34130,36730,36040,32240,30330,28800,27470,25830,25160,24030,23870,23310,23710,22360,21300,20330,19440,18300,17260,15510,14140,13200,12130,9790,8000,6910,6440,5300,4480,3430,2900,2110,1480,284670,292590,313910,304930,288620,256190,294980,308560,323880,294000,255690,234420,181020,144670,120070,101720,72230,36440,891200,954500,1077700,1196100,1453300,2071200,2561300,1289000,2742300,3235400,3172100,3048900,2930500,14400,674100,493100,228400,126600,54400,17970,3570,35.4,4126600
"2005Q2",57760,57440,55870,55580,57670,58750,57060,58470,58300,59810,61070,61180,62720,63370,65180,64090,62180,61330,59220,59270,59380,59300,58700,56510,54490,52650,51450,49750,50840,51180,53800,56430,58820,61740,62710,61550,62230,61670,61380,61410,62350,64730,65950,66030,64790,62340,61390,58500,57630,56330,54200,52700,50760,50100,49090,49230,48100,48540,48820,41100,38960,37230,33230,36810,36250,33410,30350,29030,27750,26200,24990,24230,23760,23290,23560,22500,21260,20650,19290,18240,17470,15590,14220,13310,11830,10550,7940,6970,6340,5400,4520,3520,2890,2200,1490,284320,292400,313520,306090,288380,255870,293500,308240,323860,296190,256840,235780,182480,146740,119820,101940,72400,37210,890200,954300,1077800,1196300,1452100,2072100,2564800,1295200,2747200,3243600,3179500,3056000,2937500,14620,678900,496400,229800,127900,55500,18270,3650,35.5,4133900
"2005Q3",57910,57610,56160,55410,57240,58860,57350,58260,58250,59450,61120,60930,62540,63320,64760,64750,62740,61900,59910,59250,59520,59150,58750,56870,54940,52850,51760,50180,50460,51190,53530,55790,58170,61240,63010,61710,62580,61760,61580,61320,62360,64030,66130,66040,65230,63050,61510,59140,57940,56960,54780,53090,50920,50360,49340,49160,48280,48310,49050,42620,39870,37250,33740,36260,36230,34370,31000,29440,27860,26750,24860,24530,23540,23270,23460,22730,21430,20540,19500,18330,17180,16060,14080,13330,11910,11210,7720,7020,6270,5450,4480,3600,2820,2260,1500,284330,292170,312670,308550,289230,256440,291740,308940,323790,298600,258490,237430,183350,149420,119660,102530,72550,37670,889200,953900,1078600,1197700,1454900,2077300,2573200,1301700,2756600,3256800,3192000,3067400,2948200,14670,683500,500200,231100,128600,56000,18370,3700,35.6,4145900
"2005Q4",58420,57410,56670,55400,56990,58780,58110,57610,58240,59320,61020,60840,62440,63030,64310,65050,63190,61930,60430,58970,59470,59100,58690,57920,55200,53540,52280,50910,50360,51660,52900,55620,57840,60870,62920,62300,62560,62400,61400,61560,62260,63820,65920,66350,65330,64090,61360,59930,58040,57780,55110,53360,51160,50830,49260,49440,48260,48550,48600,45190,40600,37450,34650,35330,36200,35080,31700,29720,28290,27050,25000,24900,23370,23330,23080,22950,21520,20760,19410,18490,17250,16180,14390,13170,11910,11340,8130,7150,6200,5530,4500,3650,2810,2350,1540,284880,292060,311640,309570,290380,258760,290150,310230,323680,301200,259720,240030,184230,151840,119670,103120,72900,38350,888600,953600,1078800,1198200,1459100,2084000,2583700,1308900,2768000,3272400,3207400,3082200,2962800,14840,688700,504500,232900,129800,56900,18580,3740,35.7,4161000
"2006Q1",58540,57530,57330,55820,56060,58670,58980,57290,58690,58400,60890,61290,62020,62700,64390,65510,63900,62300,61250,59160,59760,59190,58690,58330,55530,54070,52700,51360,50500,51800,52390,55370,57420,60230,62780,62730,62800,62830,61610,61670,62320,63120,65290,66890,65730,64500,61990,60390,58510,57750,55740,53660,51810,50930,49610,49150,48590,48220,48390,47440,40980,37860,35970,33990,36570,35830,31970,30090,28510,27200,25450,24760,23600,23300,22720,23090,21680,20610,19550,18580,17420,16300,14570,13130,12220,11090,8850,7160,6120,5600,4550,3690,2820,2350,1660,285280,292020,311300,312130,291480,260420,288190,311630,323340,303140,261750,241780,185360,153590,119820,103510,73640,38820,888600,954100,1080300,1200700,1463900,2090300,2593900,1315400,2779200,3287500,3221900,3095700,2975300,15070,693600,508200,234800,131300,57700,18840,3780,35.8,4176100
"2006Q2",59060,57370,57690,56110,55770,58040,59190,57470,58580,58590,60360,61540,61630,63140,63770,65620,64600,62700,61320,59320,59540,59210,58640,57970,55830,53990,52620,51740,50350,51670,52260,54790,57040,59510,62410,63500,62200,62910,62160,61790,61930,62810,65110,66360,66280,64990,62460,61450,58580,57680,56330,54100,52590,50670,49950,48930,49100,47920,48370,48680,40960,38840,37080,33120,36660,36070,33180,30110,28750,27430,25850,24590,23790,23190,22750,22900,21850,20550,19860,18440,17410,16510,14670,13230,12350,10790,9520,7090,6190,5490,4630,3720,2870,2330,1710,286000,291880,310430,313560,291180,260370,286010,312560,322490,305160,263650,243010,186660,155530,120170,103600,74180,39080,888300,953900,1081200,1201900,1463700,2091300,2598000,1321000,2784600,3296300,3230600,3103300,2982700,15250,698300,511600,235900,132300,58100,19060,3810,35.8,4184600
"2006Q3",59390,57680,57930,56430,55720,57690,59340,57840,58560,58580,59990,61630,61300,62850,63610,65120,65250,63030,61900,59830,59270,59230,58420,57840,56210,54460,52800,52070,50830,51270,52210,54550,56470,58780,62040,63760,62360,63210,62320,62040,61740,62840,64430,66520,66300,65380,63150,61560,59140,57930,56960,54670,52930,50810,50210,49240,49030,48160,48170,48920,42430,39800,37070,33640,36100,36050,34120,30700,29160,27520,26390,24440,24030,22980,22700,22810,22030,20620,19740,18640,17450,16280,15070,13140,12270,10840,10120,6880,6160,5430,4610,3720,2900,2250,1760,287140,292020,309380,315130,290960,261430,284060,313690,321830,307170,265570,243510,189040,157540,120540,103840,74210,39430,888500,953700,1081900,1203700,1465300,2094300,2603400,1327100,2792400,3306900,3241800,3113500,2991800,15230,703600,514500,236400,132600,58400,18970,3740,35.9,4195500
"2006Q4",60180,58190,57740,56980,55690,57460,59310,58640,58090,58660,59860,61490,61130,62690,63230,64450,65270,63350,61750,60300,58900,59090,58290,57810,57220,54760,53570,52550,51560,51270,52640,53820,56350,58430,61560,63610,62980,63080,63000,61810,61990,62640,64180,66200,66660,65420,64190,61350,59880,58000,57760,55010,53180,51060,50660,49140,49310,48140,48380,48460,45010,40470,37290,34480,35170,35980,34790,31400,29370,27920,26630,24590,24370,22820,22720,22420,22280,20720,19950,18530,17560,16370,15200,13420,12130,10910,10270,7200,6270,5360,4660,3750,2950,2200,1830,288780,292160,308410,315130,291310,263710,282790,314490,321670,308840,267670,243420,192410,159460,121130,103900,74690,40010,889400,953800,1082400,1204500,1467400,2097900,2609000,1334000,2801400,3319800,3255300,3126700,3004700,15400,710800,518400,237800,133900,59200,19180,3770,36.0,4209100
"2007Q1",61160,58330,57790,57590,56130,56520,59210,59490,57880,59200,58950,61270,61550,62180,62760,64450,65600,63910,61750,61060,58960,59110,57940,57510,57430,54900,53830,52770,51820,51340,52620,53260,56060,57960,60860,63390,63320,63250,63290,61970,62010,62630,63390,65470,67050,65840,64500,61950,60290,58370,57630,55560,53460,51640,50720,49460,48980,48460,48050,48240,47250,40830,37640,35750,33770,36330,35450,31660,29710,28120,26710,25010,24250,23020,22680,22070,22370,20910,19780,18650,17670,16490,15330,13640,12120,11190,10020,7890,6280,5330,4710,3790,2980,2210,1810,291010,292300,306710,316760,290950,264650,280770,315220,320550,310940,269000,243180,195250,161280,121680,103790,75240,40710,890000,954500,1084000,1206800,1468400,2099800,2612000,1338900,2807300,3329400,3264900,3135400,3012600,15500,717300,522100,239100,135400,60100,19400,3900,36.0,4219400
"2007Q2",62130,59010,57590,57940,56430,56240,58590,59730,58040,59180,59180,60730,61730,61700,63040,63690,65470,64350,61950,60820,58930,58530,57810,57160,56760,54990,53720,52460,52150,51130,52420,53030,55340,57640,60080,62950,64000,62610,63300,62450,62120,62150,62990,65240,66450,66310,64900,62380,61330,58330,57490,56120,53890,52390,50450,49700,48820,48870,47760,48260,48440,40790,38630,36830,32870,36410,35670,32830,29670,28350,26910,25330,24100,23180,22560,22100,22180,21050,19780,18940,17570,16440,15520,13710,12220,11270,9810,8480,6230,5370,4650,3850,3050,2270,1820,293100,291780,306380,316280,289190,264450,278520,315310,318960,313250,270340,243410,197550,162920,122070,104050,75450,41160,891300,954900,1084800,1207500,1463700,2095900,2609700,1343500,2807300,3332500,3268800,3139000,3016200,15640,722800,525300,240300,136200,60800,19610,3970,36.1,4223800
"2007Q3",63190,59360,57810,58140,56700,56130,58120,59860,58370,59120,59130,60460,61750,61390,62800,63530,65190,64860,62440,61380,59370,58320,57920,57030,56590,55200,53980,52670,52350,51450,52000,52910,55050,57060,59260,62480,64220,62740,63570,62570,62300,61970,62890,64480,66560,66290,65330,63060,61430,58870,57760,56720,54390,52720,50630,49970,49100,48780,48000,48030,48710,42240,39550,36810,33370,35830,35660,33730,30260,28730,27000,25860,23920,23440,22390,22030,22090,21250,19840,18880,17740,16530,15270,14070,12170,11180,9890,9030,6070,5370,4610,3870,3060,2320,1780,295190,291590,305530,317390,289230,265650,276270,315570,318190,314990,272230,243870,200690,164200,122600,104100,75780,41540,892300,955800,1085900,1209700,1464100,2097300,2613400,1350000,2814100,3342000,3278400,3148400,3024600,15640,728600,527900,241100,137000,61200,19630,3990,36.2,4234300
"2007Q4",63940,60070,58230,57850,57170,56110,57820,59780,59170,58520,59180,60260,61590,61170,62650,63000,64440,65020,62780,61290,59710,58170,57830,56880,56630,56120,54090,53200,52630,51980,51850,53180,54260,56820,58840,61920,63970,63270,63320,63260,61990,62140,62730,64230,66150,66560,65340,64010,61170,59650,57800,57480,54700,52950,50840,50480,48940,49120,47920,48200,48320,44780,40250,37070,34250,34860,35660,34390,30960,28920,27430,26110,24090,23800,22230,22090,21710,21470,19930,19110,17570,16680,15340,14150,12460,11060,9870,9160,6400,5460,4560,3920,3120,2380,1750,297260,291400,304850,316540,289230,268010,274950,315740,317240,316730,273770,244660,204670,164790,123650,104310,76200,41950,893500,956500,1086000,1210100,1464500,2098400,2616900,1357100,2821500,3352200,3289200,3159800,3035700,15730,735400,530700,242300,138000,61800,19800,4070,36.3,4245700
"2008Q1",64500,60940,58390,57880,57680,56510,56840,59640,59990,58280,59610,59360,61410,61550,62140,62590,64320,65510,63040,61540,60580,58250,57750,56710,56330,56410,54120,53510,52920,52230,51930,53170,53630,56460,58350,61160,63690,63640,63260,63510,62140,62160,62700,63380,65380,66930,65730,64290,61730,60090,58140,57330,55250,53200,51470,50550,49230,48790,48200,47870,48120,46980,40610,37420,35540,33540,35980,35040,31260,29300,27640,26200,24480,23710,22380,22070,21410,21610,20100,18940,17720,16770,15480,14220,12630,11080,10100,8940,6980,5490,4520,3960,3140,2450,1760,299380,291250,304080,317000,289610,269180,273550,315260,315760,318760,275390,244640,208680,165120,124420,104120,76820,42580,894700,957300,1087100,1211700,1464600,2099100,2619200,1363200,2827800,3360900,3298300,3168500,3043900,15820,741700,533000,243500,139400,62600,19990,4170,36.4,4255600
"2008Q2",64410,61900,59040,57640,58050,56710,56630,58940,60200,58480,59560,59600,60970,61740,61670,62970,63450,65490,63510,61610,60530,58210,57320,56570,56110,55740,54200,53430,52600,52610,51720,53070,53370,55660,58090,60350,63300,64330,62740,63450,62630,62220,62210,62920,65100,66280,66180,64680,62120,61090,58060,57240,55790,53620,52210,50200,49490,48650,48600,47590,48100,48170,40570,38430,36610,32650,36050,35250,32410,29240,27880,26370,24840,23550,22580,21910,21440,21430,20230,18940,18000,16600,15430,14400,12690,11210,10190,8710,7470,5440,4560,3920,3180,2500,1780,301030,290950,303540,317030,288740,268570,271900,314180,315080,320360,276920,244530,211880,165600,125210,103940,77110,43020,895500,958500,1087400,1212600,1460400,2095900,2617300,1368800,2829200,3364200,3301300,3172300,3047200,15940,746900,535000,244200,140300,63200,20170,4230,36.4,4259800
"2008Q3",64460,62920,59410,57860,58190,56970,56450,58420,60250,58770,59540,59470,60670,61850,61330,62810,63570,65060,64230,62080,61150,58780,57200,56630,55880,55570,54560,53620,52770,52790,52030,52630,53290,55380,57390,59620,62740,64560,62920,63580,62770,62380,62020,62770,64380,66380,66130,65130,62810,61120,58580,57460,56420,54050,52540,50430,49750,48860,48480,47780,47830,48470,41970,39330,36580,33170,35540,35230,33290,29820,28250,26490,25300,23390,22780,21750,21330,21320,20390,18990,17960,16750,15550,14170,12950,11180,10060,8760,7980,5260,4600,3830,3170,2490,1810,302840,290870,302860,317750,289640,269310,270720,313410,314320,321570,279040,245290,214180,167050,126210,103790,77370,43240,896600,959400,1088000,1214300,1460800,2096700,2621100,1374400,2835200,3373000,3310200,3181500,3055200,15910,751900,537800,244500,140700,63300,20100,4190,36.5,4269600
"2008Q4",64420,63700,60070,58290,57870,57440,56280,58020,60110,59520,58810,59560,60480,61680,61170,62650,63020,64320,64480,62400,61120,59140,57140,56680,55960,55770,55470,53670,53280,53030,52520,52400,53580,54530,57090,59160,62210,64220,63480,63380,63380,62020,62110,62630,64090,66000,66360,65090,63780,60900,59330,57450,57180,54340,52750,50690,50180,48690,48840,47670,47960,48110,44490,39960,36820,34020,34570,35240,33940,30540,28440,26910,25540,23530,23120,21600,21410,20970,20600,19080,18150,16620,15680,14280,13000,11420,9990,8770,8150,5500,4670,3790,3230,2530,1840,304350,291370,301690,316880,290040,271210,270120,312450,314230,322120,281050,246070,217350,168310,127540,103670,77730,43820,897400,960100,1087400,1214300,1460700,2097000,2624200,1380800,2841500,3382900,3320200,3192900,3066000,16060,758700,541300,245500,141800,64100,20270,4200,36.6,4280300
"2009Q1",64060,64300,60990,58520,58030,57860,56730,57130,59940,60350,58610,60000,59660,61550,61600,62150,62750,64360,65050,63000,61500,60200,57310,56880,55940,55590,55830,53880,53730,53340,52820,52590,53570,53870,56720,58740,61460,63970,63930,63430,63700,62240,62070,62660,63250,65270,66710,65520,64110,61480,59760,57860,57000,54960,53000,51320,50330,48960,48550,48000,47640,47870,46690,40320,37230,35300,33240,35650,34600,30820,28800,27130,25590,23930,23060,21750,21400,20680,20740,19200,18030,16770,15770,14430,13120,11550,10040,8990,7950,6030,4670,3780,3260,2560,1920,305890,292020,301420,317300,291830,272370,269570,311530,313930,323090,282590,247160,219750,169620,128510,103770,78120,44570,899300,961500,1088600,1216600,1462600,2099600,2629400,1386500,2849100,3394200,3332000,3204900,3076900,16200,764800,545100,246900,143200,65000,20470,4270,36.6,4293500
"2009Q2",63900,64240,62020,59190,57860,58280,56980,56880,59320,60630,58870,59960,59990,61230,61810,61710,63130,63620,64960,63600,61730,60270,57670,56660,56020,55720,55320,54210,53750,53200,53340,52440,53410,53660,56070,58550,60720,63620,64610,62990,63660,62750,62270,62180,62860,65040,66140,65990,64560,61920,60880,57800,56950,55560,53400,52110,50060,49310,48440,48380,47430,47890,47940,40340,38230,36370,32400,35740,34840,31970,28750,27360,25830,24240,22940,21930,21280,20710,20610,19320,18020,17040,15640,14380,13330,11610,10170,9110,7730,6530,4610,3810,3200,2570,1960,307200,292080,301870,317020,292350,272210,268920,310490,313730,323660,284600,248310,221830,171320,129120,103850,78420,45140,901100,962900,1089600,1218200,1461000,2098400,2631300,1392100,2853100,3401400,3339700,3213000,3084400,16160,770200,548300,247900,144000,65600,20490,4320,36.7,4302600
"2009Q3",63940,64380,63110,59580,58110,58460,57250,56670,58830,60760,59180,59980,59920,60990,62010,61490,63180,63730,64850,64510,62350,61080,58390,56800,56260,55810,55450,54680,54010,53470,53540,52760,53070,53600,55810,57870,59970,63120,64900,63170,63820,62970,62420,62060,62760,64310,66260,66000,64990,62720,60900,58370,57240,56250,53810,52470,50300,49640,48710,48270,47630,47650,48280,41790,39130,36380,32910,35240,34850,32830,29350,27770,25960,24710,22810,22150,21150,20680,20530,19500,18070,17000,15800,14510,13080,11880,10170,9060,7770,6970,4470,3830,3170,2540,1970,309130,291960,302080,317750,294880,273420,268780,309030,314040,324280,286570,249390,224490,172210,130600,104010,78470,45850,903200,964700,1091600,1220900,1463900,2102200,2638100,1398800,2862600,3414100,3352600,3225700,3096400,15980,776000,551500,248700,144700,66200,20360,4380,36.7,4317300
