"theDate","Label1","Deaths","Population","percapita","standardpop","ASM"
2016-10-04,"60 to 79",30.530612244898,790317.391304348,3.8630824249622e-05,976400,37.7191367973309
2016-10-05,"60 to 79",30.5714285714286,790396.739130435,3.86785864084689e-05,976400,37.765771769229
2016-10-06,"60 to 79",30.5918367346939,790476.086956522,3.87005214192855e-05,976400,37.7871891137904
2016-10-07,"60 to 79",30.6122448979592,790555.434782609,3.87224520268805e-05,976400,37.8086021590461
2016-10-08,"60 to 79",30.6326530612245,790634.782608696,3.87443782325794e-05,976400,37.8300109062905
2016-10-09,"60 to 79",30.6530612244898,790714.130434783,3.87663000377075e-05,976400,37.8514153568176
2016-10-10,"60 to 79",30.6734693877551,790793.47826087,3.87882174435895e-05,976400,37.8728155119208
2016-10-11,"60 to 79",30.6938775510204,790872.826086957,3.88101304515495e-05,976400,37.8942113728929
2016-10-12,"60 to 79",30.7142857142857,790952.173913043,3.8832039062911e-05,976400,37.9156029410263
2016-10-13,"60 to 79",30.1224489795918,791031.52173913,3.80799603451526e-05,976400,37.181273281007
2016-10-14,"60 to 79",29.530612244898,791110.869565217,3.73280324932554e-05,976400,36.4470909264146
2016-10-15,"60 to 79",28.9387755102041,791190.217391304,3.65762554618286e-05,976400,35.7130558329295
2016-10-16,"60 to 79",28.3469387755102,791269.565217391,3.58246292055e-05,976400,34.9791679562502
2016-10-17,"60 to 79",27.7551020408163,791348.913043478,3.50731536789151e-05,976400,34.2454272520927
2016-10-18,"60 to 79",27.1632653061225,791428.260869565,3.4321828836738e-05,976400,33.511833676191
2016-10-19,"60 to 79",26.5714285714286,791507.608695652,3.35706546336508e-05,976400,32.7783871842967
2016-10-20,"60 to 79",26.5918367346939,791586.956521739,3.3593070875674e-05,976400,32.8002744030081
2016-10-21,"60 to 79",26.6122448979592,791666.304347826,3.36154826241876e-05,976400,32.8221572342568
2016-10-22,"60 to 79",26.6326530612245,791745.652173913,3.36378898805426e-05,976400,32.8440356793618
2016-10-23,"60 to 79",26.6530612244898,791825,3.36602926460895e-05,976400,32.8659097396418
2016-10-24,"60 to 79",26.6734693877551,791904.347826087,3.36826909221781e-05,976400,32.8877794164147
2016-10-25,"60 to 79",26.6938775510204,791983.695652174,3.37050847101579e-05,976400,32.9096447109981
2016-10-26,"60 to 79",26.7142857142857,792063.043478261,3.37274740113776e-05,976400,32.9315056247091
2016-10-27,"60 to 79",26.7142857142857,792142.391304348,3.37240955761726e-05,976400,32.9282069205749
2016-10-28,"60 to 79",26.7142857142857,792221.739130435,3.37207178177262e-05,976400,32.9249088772279
2016-10-29,"60 to 79",26.7142857142857,792301.086956522,3.37173407358353e-05,976400,32.9216114944696
2016-10-30,"60 to 79",26.7142857142857,792380.434782609,3.37139643302965e-05,976400,32.9183147721015
2016-10-31,"60 to 79",26.7142857142857,792459.782608696,3.37105886009067e-05,976400,32.9150187099253
2016-11-01,"60 to 79",26.7142857142857,792539.130434783,3.37072135474628e-05,976400,32.9117233077427
2016-11-02,"60 to 79",26.7142857142857,792618.47826087,3.37038391697618e-05,976400,32.9084285653555
2016-11-03,"60 to 79",27.1632653061225,792697.826086957,3.42668598452076e-05,976400,33.4581619528607
2016-11-04,"60 to 79",27.6122448979592,792777.173913043,3.48297678169375e-05,976400,34.0077852964578
2016-11-05,"60 to 79",28.0612244897959,792856.52173913,3.53925631187893e-05,976400,34.5572986291859
2016-11-06,"60 to 79",28.5102040816327,792935.869565217,3.59552457845871e-05,976400,35.1067019840708
2016-11-07,"60 to 79",28.9591836734694,793015.217391304,3.65178158481413e-05,976400,35.6559953941252
2016-11-08,"60 to 79",29.4081632653061,793094.565217391,3.7080273343249e-05,976400,36.2051788923484
2016-11-09,"60 to 79",29.8571428571429,793173.913043478,3.76426183036938e-05,976400,36.7542525117266
2016-11-10,"60 to 79",29.7551020408163,793253.260869565,3.75102171130047e-05,976400,36.6249759891378
2016-11-11,"60 to 79",29.6530612244898,793332.608695652,3.73778424074153e-05,976400,36.4957253266003
2016-11-12,"60 to 79",29.5510204081633,793411.956521739,3.72454941789796e-05,976400,36.3665005163557
2016-11-13,"60 to 79",29.4489795918367,793491.304347826,3.71131724197545e-05,976400,36.2373015506483
2016-11-14,"60 to 79",29.3469387755102,793570.652173913,3.69808771218e-05,976400,36.1081284217256
2016-11-15,"60 to 79",29.2448979591837,793650,3.68486082771797e-05,976400,35.9789811218383
2016-11-16,"60 to 79",29.1428571428571,793729.347826087,3.67163658779599e-05,976400,35.8498596432401
2016-11-17,"60 to 79",29.2857142857143,793808.695652174,3.68926599646957e-05,976400,36.0219931895289
2016-11-18,"60 to 79",29.4285714285714,793888.043478261,3.70689188108137e-05,976400,36.1940923268785
2016-11-19,"60 to 79",29.5714285714286,793967.391304348,3.72451424268797e-05,976400,36.3661570656053
2016-11-20,"60 to 79",29.7142857142857,794046.739130435,3.74213308234551e-05,976400,36.5381874160215
2016-11-21,"60 to 79",29.8571428571429,794126.086956522,3.7597484011097e-05,976400,36.7101833884351
2016-11-22,"60 to 79",30,794205.434782609,3.77736020003586e-05,976400,36.8821449931501
2016-11-23,"60 to 79",30.1428571428571,794284.782608696,3.79496848017886e-05,976400,37.0540722404663
2016-11-24,"60 to 79",30.1428571428571,794364.130434783,3.79458940654318e-05,976400,37.0503709654877
2016-11-25,"60 to 79",30.1428571428571,794443.47826087,3.79421040863013e-05,976400,37.0466704298646
2016-11-26,"60 to 79",30.1428571428571,794522.826086957,3.793831486417e-05,976400,37.0429706333756
2016-11-27,"60 to 79",30.1428571428571,794602.173913043,3.79345263988112e-05,976400,37.0392715757993
2016-11-28,"60 to 79",30.1428571428571,794681.52173913,3.79307386899983e-05,976400,37.0355732569143
2016-11-29,"60 to 79",30.1428571428571,794760.869565217,3.79269517375045e-05,976400,37.0318756764994
2016-11-30,"60 to 79",30.1428571428571,794840.217391304,3.79231655411035e-05,976400,37.0281788343335
2016-12-01,"60 to 79",30.1836734693878,794919.565217391,3.79707265868255e-05,976400,37.0746174393764
2016-12-02,"60 to 79",30.2244897959184,794998.913043478,3.8018278138533e-05,976400,37.1210467744636
2016-12-03,"60 to 79",30.265306122449,795078.260869565,3.80658201990685e-05,976400,37.1674668423705
2016-12-04,"60 to 79",30.3061224489796,795157.608695652,3.81133527712734e-05,976400,37.2138776458714
2016-12-05,"60 to 79",30.3469387755102,795236.956521739,3.81608758579879e-05,976400,37.2602791877394
2016-12-06,"60 to 79",30.3877551020408,795316.304347826,3.8208389462051e-05,976400,37.3066714707466
2016-12-07,"60 to 79",30.4285714285714,795395.652173913,3.82558935863007e-05,976400,37.353054497664
2016-12-08,"60 to 79",30.5510204081633,795475,3.84060095014466e-05,976400,37.4996276772125
2016-12-09,"60 to 79",30.6734693877551,795554.347826087,3.85560954717584e-05,976400,37.6461716186249
2016-12-10,"60 to 79",30.7959183673469,795633.695652174,3.87061515061951e-05,976400,37.7926863306489
2016-12-11,"60 to 79",30.9183673469388,795713.043478261,3.88561776137122e-05,976400,37.9391718220286
2016-12-12,"60 to 79",31.0408163265306,795792.391304348,3.90061738032617e-05,976400,38.0856281015047
2016-12-13,"60 to 79",31.1632653061224,795871.739130435,3.9156140083792e-05,976400,38.2320551778145
2016-12-14,"60 to 79",31.2857142857143,795951.086956522,3.93060764642479e-05,976400,38.3784530596917
2016-12-15,"60 to 79",30.6530612244898,796030.434782609,3.85073985680723e-05,976400,37.5986239618658
2016-12-16,"60 to 79",30.0204081632653,796109.782608696,3.77088798794738e-05,976400,36.8189503143182
2016-12-17,"60 to 79",29.3877551020408,796189.130434783,3.69105203508528e-05,976400,36.0394320705727
2016-12-18,"60 to 79",28.7551020408163,796268.47826087,3.61123199346285e-05,976400,35.2600691841713
2016-12-19,"60 to 79",28.1224489795918,796347.826086957,3.53142785832394e-05,976400,34.4808616086749
2016-12-20,"60 to 79",27.4897959183673,796427.173913043,3.45163962491425e-05,976400,33.7018092976627
2016-12-21,"60 to 79",26.8571428571429,796506.52173913,3.37186728848142e-05,976400,32.9229122047325
2016-12-22,"60 to 79",27.3265306122449,796585.869565217,3.43045635835342e-05,976400,33.4949758829628
2016-12-23,"60 to 79",27.7959183673469,796665.217391304,3.48903375728706e-05,976400,34.0669256061508
2016-12-24,"60 to 79",28.265306122449,796744.565217391,3.54759948876925e-05,976400,34.638761408343
2016-12-25,"60 to 79",28.734693877551,796823.913043478,3.60615355628554e-05,976400,35.210483323572
2016-12-26,"60 to 79",29.2040816326531,796903.260869565,3.66469596332008e-05,976400,35.7820913858573
2016-12-27,"60 to 79",29.6734693877551,796982.608695652,3.72322671335563e-05,976400,36.3535856292044
2016-12-28,"60 to 79",30.1428571428571,797061.956521739,3.78174580987357e-05,976400,36.9249660876055
2016-12-29,"60 to 79",29.4081632653061,797141.304347826,3.68920329493729e-05,976400,36.0213809717677
2016-12-30,"60 to 79",28.6734693877551,797220.652173913,3.59667920161958e-05,976400,35.1179757246136
2016-12-31,"60 to 79",27.9387755102041,797300,3.50417352442043e-05,976400,34.2147502924411
2017-01-01,"60 to 79",27.2040816326531,797367.777777778,3.41173576244445e-05,976400,33.3121879845076
2017-01-02,"60 to 79",26.469387755102,797435.555555556,3.31931371390399e-05,976400,32.4097791025586
2017-01-03,"60 to 79",25.734693877551,797503.333333333,3.22690737479271e-05,976400,31.507523607476
2017-01-04,"60 to 79",25,797571.111111111,3.13451674110563e-05,976400,30.6054214601554
2017-01-05,"60 to 79",25.9183673469388,797638.888888889,3.24938612045898e-05,976400,31.7270060801615
2017-01-06,"60 to 79",26.8367346938775,797706.666666667,3.36423597987701e-05,976400,32.8484001075191
2017-01-07,"60 to 79",27.7551020408163,797774.444444444,3.47906632433488e-05,976400,33.9696035908057
2017-01-08,"60 to 79",28.6734693877551,797842.222222222,3.59387715880606e-05,976400,35.0906165785823
2017-01-09,"60 to 79",29.5918367346939,797910,3.70866848826232e-05,976400,36.2114391193933
2017-01-10,"60 to 79",30.5102040816327,797977.777777778,3.82344031767376e-05,976400,37.3320712617666
2017-01-11,"60 to 79",31.4285714285714,798045.555555556,3.93819265200877e-05,976400,38.4525130542136
2017-01-12,"60 to 79",31.0816326530612,798113.333333333,3.89438834748547e-05,976400,38.0248078248482
2017-01-13,"60 to 79",30.734693877551,798181.111111111,3.85059148227232e-05,976400,37.5971752329069
2017-01-14,"60 to 79",30.3877551020408,798248.888888889,3.80680205447434e-05,976400,37.1696152598875
2017-01-15,"60 to 79",30.0408163265306,798316.666666667,3.7630200621972e-05,976400,36.7421278872935
2017-01-16,"60 to 79",29.6938775510204,798384.444444444,3.71924550354721e-05,976400,36.314713096635
2017-01-17,"60 to 79",29.3469387755102,798452.222222222,3.67547837663134e-05,976400,35.8873708694284
2017-01-18,"60 to 79",29,798520,3.63171867955718e-05,976400,35.4601011871963
2017-01-19,"60 to 79",29.1020408163265,798587.777777778,3.64418810632295e-05,976400,35.5818526701373
2017-01-20,"60 to 79",29.2040816326531,798655.555555556,3.65665541665685e-05,976400,35.7035834882375
2017-01-21,"60 to 79",29.3061224489796,798723.333333333,3.66912061109766e-05,976400,35.8252936467575
2017-01-22,"60 to 79",29.4081632653061,798791.111111111,3.68158369018399e-05,976400,35.9469831509565
2017-01-23,"60 to 79",29.5102040816327,798858.888888889,3.69404465445425e-05,976400,36.0686520060913
2017-01-24,"60 to 79",29.6122448979592,798926.666666667,3.7065035044467e-05,976400,36.1903002174176
2017-01-25,"60 to 79",29.7142857142857,798994.444444444,3.71896024069937e-05,976400,36.3119277901887
2017-01-26,"60 to 79",29.2857142857143,799062.222222222,3.66501049245822e-05,976400,35.7851624483621
2017-01-27,"60 to 79",28.8571428571429,799130,3.61106989565438e-05,976400,35.2584864611694
2017-01-28,"60 to 79",28.4285714285714,799197.777777778,3.55713844795952e-05,976400,34.7318998058768
2017-01-29,"60 to 79",28,799265.555555556,3.50321614704611e-05,976400,34.2054024597582
2017-01-30,"60 to 79",27.5714285714286,799333.333333333,3.44930299058739e-05,976400,33.6789944000953
2017-01-31,"60 to 79",27.1428571428571,799401.111111111,3.39539897625742e-05,976400,33.1526756041775
2017-02-01,"60 to 79",26.7142857142857,799468.888888889,3.34150410173103e-05,976400,32.6264460493018
2017-02-02,"60 to 79",27.2857142857143,799536.666666667,3.41269080247072e-05,976400,33.3215129953241
2017-02-03,"60 to 79",27.8571428571429,799604.444444444,3.48386543505241e-05,976400,34.0164621078517
2017-02-04,"60 to 79",28.4285714285714,799672.222222222,3.55502800254469e-05,976400,34.7112934168464
2017-02-05,"60 to 79",29,799740,3.6261785080151e-05,976400,35.4060069522595
2017-02-06,"60 to 79",29.5714285714286,799807.777777778,3.69731695453015e-05,976400,36.1006027440324
2017-02-07,"60 to 79",30.1428571428571,799875.555555556,3.76844334515528e-05,976400,36.7950808220961
2017-02-08,"60 to 79",30.7142857142857,799943.333333333,3.83955768295492e-05,976400,37.4894412163719
2017-02-09,"60 to 79",30.4081632653061,800011.111111111,3.80096761694636e-05,976400,37.1126478118643
2017-02-10,"60 to 79",30.1020408163265,800078.888888889,3.76238408916536e-05,976400,36.7359182466105
2017-02-11,"60 to 79",29.7959183673469,800146.666666667,3.72380709795041e-05,976400,36.3592525043878
2017-02-12,"60 to 79",29.4897959183673,800214.444444444,3.68523664164059e-05,976400,35.9826505689787
2017-02-13,"60 to 79",29.1836734693878,800282.222222222,3.64667271857553e-05,976400,35.6061124241714
2017-02-14,"60 to 79",28.8775510204082,800350,3.60811532709542e-05,976400,35.2296380537596
2017-02-15,"60 to 79",28.5714285714286,800417.777777778,3.56956446554101e-05,976400,34.8532274415424
2017-02-16,"60 to 79",28.6734693877551,800485.555555556,3.58200959264718e-05,976400,34.9747416626071
2017-02-17,"60 to 79",28.7755102040816,800553.333333333,3.59445261245326e-05,976400,35.0962353079936
2017-02-18,"60 to 79",28.8775510204082,800621.111111111,3.60689352549442e-05,976400,35.2177083829275
2017-02-19,"60 to 79",28.9795918367347,800688.888888889,3.61933233230568e-05,976400,35.3391608926327
2017-02-20,"60 to 79",29.0816326530612,800756.666666667,3.63176903342187e-05,976400,35.4605928423312
2017-02-21,"60 to 79",29.1836734693878,800824.444444444,3.64420362937764e-05,976400,35.5820042372433
2017-02-22,"60 to 79",29.2857142857143,800892.222222222,3.65663612070744e-05,976400,35.7033950825875
2017-02-23,"60 to 79",29.6530612244898,800960,3.70219002503119e-05,976400,36.1481834044045
2017-02-24,"60 to 79",30.0204081632653,801027.777777778,3.74773622040278e-05,976400,36.5928964560128
2017-02-25,"60 to 79",30.3877551020408,801095.555555556,3.79327470877891e-05,976400,37.0375342565173
2017-02-26,"60 to 79",30.7551020408163,801163.333333333,3.83880549211559e-05,976400,37.4820968250166
2017-02-27,"60 to 79",31.1224489795918,801231.111111111,3.88432857236817e-05,976400,37.9265841806028
2017-02-28,"60 to 79",31.4897959183673,801298.888888889,3.92984395149134e-05,976400,38.3709963423615
2017-03-01,"60 to 79",31.8571428571429,801366.666666667,3.97535163143915e-05,976400,38.8153333293718
2017-03-02,"60 to 79",31.6734693877551,801434.444444444,3.95209734337176e-05,976400,38.5882784606818
2017-03-03,"60 to 79",31.4897959183673,801502.222222222,3.92884698822913e-05,976400,38.3612619930692
2017-03-04,"60 to 79",31.3061224489796,801570,3.90560056501361e-05,976400,38.1342839167929
2017-03-05,"60 to 79",31.1224489795918,801637.777777778,3.88235807272787e-05,976400,37.9073442221149
2017-03-06,"60 to 79",30.9387755102041,801705.555555556,3.85911951037492e-05,976400,37.6804428993007
2017-03-07,"60 to 79",30.7551020408163,801773.333333333,3.83588487695812e-05,976400,37.4535799386191
2017-03-08,"60 to 79",30.5714285714286,801841.111111111,3.81265417148115e-05,976400,37.2267553303419
2017-03-09,"60 to 79",30.3673469387755,801908.888888889,3.78688244506829e-05,976400,36.9751201936468
2017-03-10,"60 to 79",30.1632653061225,801976.666666667,3.76111507476807e-05,976400,36.7235275900354
2017-03-11,"60 to 79",29.9591836734694,802044.444444444,3.73535205947612e-05,976400,36.4719775087249
2017-03-12,"60 to 79",29.7551020408163,802112.222222222,3.70959339808848e-05,976400,36.2204699389359
2017-03-13,"60 to 79",29.5510204081633,802180,3.68383908950152e-05,976400,35.9690048698928
2017-03-14,"60 to 79",29.3469387755102,802247.777777778,3.65808913261201e-05,976400,35.7175822908236
2017-03-15,"60 to 79",29.1428571428571,802315.555555556,3.63234352631708e-05,976400,35.46620219096
2017-03-16,"60 to 79",29.6734693877551,802383.333333333,3.69816621993915e-05,976400,36.1088949714859
2017-03-17,"60 to 79",30.2040816326531,802451.111111111,3.76397779433953e-05,976400,36.7514791839312
2017-03-18,"60 to 79",30.734693877551,802518.888888889,3.82977825233548e-05,976400,37.3939548558036
2017-03-19,"60 to 79",31.265306122449,802586.666666667,3.89556759674332e-05,976400,38.0363220146018
2017-03-20,"60 to 79",31.7959183673469,802654.444444444,3.9613458303784e-05,976400,38.6785806878147
2017-03-21,"60 to 79",32.3265306122449,802722.222222222,4.02711295605515e-05,976400,39.3207309029224
2017-03-22,"60 to 79",32.8571428571429,802790,4.09286897658701e-05,976400,39.9627726873956
2017-03-23,"60 to 79",32.2448979591837,802857.777777778,4.01626525291117e-05,976400,39.2148139294247
2017-03-24,"60 to 79",31.6326530612245,802925.555555556,3.93967446201627e-05,976400,38.4669814471269
2017-03-25,"60 to 79",31.0204081632653,802993.333333333,3.86309660062748e-05,976400,37.7192752085267
2017-03-26,"60 to 79",30.4081632653061,803061.111111111,3.78653166547108e-05,976400,36.9716951816596
2017-03-27,"60 to 79",29.7959183673469,803128.888888889,3.70997965327445e-05,976400,36.2242413345717
2017-03-28,"60 to 79",29.1836734693878,803196.666666667,3.63344056076608e-05,976400,35.47691363532
2017-03-29,"60 to 79",28.5714285714286,803264.444444444,3.55691438467555e-05,976400,34.7297120519721
2017-03-30,"60 to 79",28.8775510204082,803332.222222222,3.59472086660802e-05,976400,35.0988545415607
2017-03-31,"60 to 79",29.1836734693878,803400,3.63252096955287e-05,976400,35.4679347467142
2017-04-01,"60 to 79",29.4897959183673,803459.340659341,3.67035323706203e-05,976400,35.8373290066737
2017-04-02,"60 to 79",29.7959183673469,803518.681318681,3.7081799166695e-05,976400,36.206668706361
2017-04-03,"60 to 79",30.1020408163265,803578.021978022,3.74600100961321e-05,976400,36.5759538578633
2017-04-04,"60 to 79",30.4081632653061,803637.362637363,3.78381651713071e-05,976400,36.9451844732642
2017-04-05,"60 to 79",30.7142857142857,803696.703296703,3.8216264404592e-05,976400,37.3143605646436
2017-04-06,"60 to 79",30.8775510204082,803756.043956044,3.84165708645008e-05,976400,37.5099397920985
2017-04-07,"60 to 79",31.0408163265306,803815.384615385,3.86168477496649e-05,976400,37.7054901427728
2017-04-08,"60 to 79",31.2040816326531,803874.725274725,3.88170950666337e-05,976400,37.9010116230611
2017-04-09,"60 to 79",31.3673469387755,803934.065934066,3.90173128219548e-05,976400,38.0965042393567
2017-04-10,"60 to 79",31.530612244898,803993.406593407,3.92175010221738e-05,976400,38.2919679980505
2017-04-11,"60 to 79",31.6938775510204,804052.747252747,3.94176596738344e-05,976400,38.4874029055319
2017-04-12,"60 to 79",31.8571428571429,804112.087912088,3.96177887834783e-05,976400,38.6828089681882
2017-04-13,"60 to 79",32.0204081632653,804171.428571429,3.98178883576453e-05,976400,38.8781861924049
2017-04-14,"60 to 79",32.1836734693878,804230.769230769,4.00179584028733e-05,976400,39.0735345845655
2017-04-15,"60 to 79",32.3469387755102,804290.10989011,4.02179989256983e-05,976400,39.2688541510518
2017-04-16,"60 to 79",32.5102040816327,804349.450549451,4.04180099326542e-05,976400,39.4641448982436
2017-04-17,"60 to 79",32.6734693877551,804408.791208791,4.06179914302732e-05,976400,39.6594068325188
2017-04-18,"60 to 79",32.8367346938776,804468.131868132,4.08179434250854e-05,976400,39.8546399602534
2017-04-19,"60 to 79",33,804527.472527473,4.10178659236191e-05,976400,40.0498442878217
2017-04-20,"60 to 79",32.6734693877551,804586.813186813,4.06090043389374e-05,976400,39.6506318365385
2017-04-21,"60 to 79",32.3469387755102,804646.153846154,4.02002030593125e-05,976400,39.2514782671127
2017-04-22,"60 to 79",32.0204081632653,804705.494505494,3.97914620714034e-05,976400,38.8523835665183
2017-04-23,"60 to 79",31.6938775510204,804764.835164835,3.93827813618729e-05,976400,38.4533477217327
2017-04-24,"60 to 79",31.3673469387755,804824.175824176,3.89741609173879e-05,976400,38.0543707197375
2017-04-25,"60 to 79",31.0408163265306,804883.516483516,3.8565600724619e-05,976400,37.655452547518
2017-04-26,"60 to 79",30.7142857142857,804942.857142857,3.8157100770241e-05,976400,37.2565931920633
2017-04-27,"60 to 79",30.6122448979592,805002.197802198,3.80275295912684e-05,976400,37.1300798929145
2017-04-28,"60 to 79",30.5102040816327,805061.538461538,3.78979775135417e-05,976400,37.0035852442221
2017-04-29,"60 to 79",30.4081632653061,805120.879120879,3.77684445328373e-05,976400,36.8771092418623
2017-04-30,"60 to 79",30.3061224489796,805180.21978022,3.7638930644933e-05,976400,36.7506518817126
2017-05-01,"60 to 79",30.2040816326531,805239.56043956,3.75094358456077e-05,976400,36.6242131596514
2017-05-02,"60 to 79",30.1020408163265,805298.901098901,3.73799601306417e-05,976400,36.4977930715586
2017-05-03,"60 to 79",30,805358.241758242,3.72505034958165e-05,976400,36.3713916133152
2017-05-04,"60 to 79",30.1632653061224,805417.582417582,3.74504678872081e-05,976400,36.56663684507
2017-05-05,"60 to 79",30.3265306122449,805476.923076923,3.76504028152632e-05,976400,36.761853308823
2017-05-06,"60 to 79",30.4897959183673,805536.263736264,3.7850308286493e-05,976400,36.9570410109318
2017-05-07,"60 to 79",30.6530612244898,805595.604395604,3.80501843074071e-05,976400,37.1521999577523
2017-05-08,"60 to 79",30.8163265306122,805654.945054945,3.8250030884513e-05,976400,37.3473301556385
2017-05-09,"60 to 79",30.9795918367347,805714.285714286,3.84498480243161e-05,976400,37.5424316109423
2017-05-10,"60 to 79",31.1428571428571,805773.626373626,3.86496357333202e-05,976400,37.7375043300139
2017-05-11,"60 to 79",31.469387755102,805832.967032967,3.90519984196857e-05,976400,38.1303712569811
2017-05-12,"60 to 79",31.7959183673469,805892.307692308,3.94543018513172e-05,976400,38.5231803276262
2017-05-13,"60 to 79",32.1224489795918,805951.648351648,3.98565460413034e-05,976400,38.9159315547286
2017-05-14,"60 to 79",32.4489795918367,806010.989010989,4.02587310027287e-05,976400,39.3086249510643
2017-05-15,"60 to 79",32.7755102040816,806070.32967033,4.06608567486739e-05,976400,39.7012605294052
2017-05-16,"60 to 79",33.1020408163265,806129.67032967,4.10629232922159e-05,976400,40.0938383025196
2017-05-17,"60 to 79",33.4285714285714,806189.010989011,4.14649306464276e-05,976400,40.4863582831719
2017-05-18,"60 to 79",33.2857142857143,806248.351648352,4.12846912711978e-05,976400,40.3103725571975
2017-05-19,"60 to 79",33.1428571428571,806307.692307692,4.11044784256004e-05,976400,40.1344127347562
2017-05-20,"60 to 79",33,806367.032967033,4.09242921037784e-05,976400,39.9584788101293
2017-05-21,"60 to 79",32.8571428571429,806426.373626374,4.07441322998768e-05,976400,39.7825707775997
2017-05-22,"60 to 79",32.7142857142857,806485.714285714,4.05639990080419e-05,976400,39.6066886314522
2017-05-23,"60 to 79",32.5714285714286,806545.054945055,4.03838922224221e-05,976400,39.4308323659729
2017-05-24,"60 to 79",32.4285714285714,806604.395604396,4.02038119371671e-05,976400,39.2550019754499
2017-05-25,"60 to 79",32.3265306122449,806663.736263736,4.00743570821384e-05,976400,39.128602255
2017-05-26,"60 to 79",32.2244897959184,806723.076923077,3.99449212719014e-05,976400,39.0022211298845
2017-05-27,"60 to 79",32.1224489795918,806782.417582418,3.98155045022537e-05,976400,38.8758585960005
2017-05-28,"60 to 79",32.0204081632653,806841.758241758,3.96861067689941e-05,976400,38.7495146492458
2017-05-29,"60 to 79",31.9183673469388,806901.098901099,3.95567280679227e-05,976400,38.6231892855197
2017-05-30,"60 to 79",31.8163265306122,806960.43956044,3.9427368394841e-05,976400,38.4968825007227
2017-05-31,"60 to 79",31.7142857142857,807019.78021978,3.92980277455514e-05,976400,38.3705942907564
2017-06-01,"60 to 79",31.6122448979592,807079.120879121,3.91687061158578e-05,976400,38.2443246515236
2017-06-02,"60 to 79",31.5102040816327,807138.461538462,3.90394035015653e-05,976400,38.1180735789284
2017-06-03,"60 to 79",31.4081632653061,807197.802197802,3.89101198984801e-05,976400,37.991841068876
2017-06-04,"60 to 79",31.3061224489796,807257.142857143,3.87808553024098e-05,976400,37.8656271172729
2017-06-05,"60 to 79",31.2040816326531,807316.483516484,3.8651609709163e-05,976400,37.7394317200268
2017-06-06,"60 to 79",31.1020408163265,807375.824175824,3.85223831145498e-05,976400,37.6132548730465
2017-06-07,"60 to 79",31,807435.164835165,3.83931755143815e-05,976400,37.4870965722421
2017-06-08,"60 to 79",31.2857142857143,807494.505494506,3.8744182248714e-05,976400,37.8298195476443
2017-06-09,"60 to 79",31.5714285714286,807553.846153846,3.90951373977036e-05,976400,38.1724921551178
2017-06-10,"60 to 79",31.8571428571429,807613.186813187,3.94460409727211e-05,976400,38.5151144057649
2017-06-11,"60 to 79",32.1428571428571,807672.527472527,3.97968929851343e-05,976400,38.8576863106852
2017-06-12,"60 to 79",32.4285714285714,807731.868131868,4.01476934463074e-05,976400,39.2002078809745
2017-06-13,"60 to 79",32.7142857142857,807791.208791209,4.04984423676012e-05,976400,39.5426791277259
2017-06-14,"60 to 79",33,807850.549450549,4.08491397603735e-05,976400,39.8851000620287
2017-06-15,"60 to 79",33.3469387755102,807909.89010989,4.12755669706858e-05,976400,40.3014635901776
2017-06-16,"60 to 79",33.6938775510204,807969.230769231,4.17019315437817e-05,976400,40.7177659593484
2017-06-17,"60 to 79",34.0408163265306,808028.571428571,4.2128233493461e-05,976400,41.1340071830153
2017-06-18,"60 to 79",34.3877551020408,808087.912087912,4.25544728335198e-05,976400,41.5501872746488
2017-06-19,"60 to 79",34.734693877551,808147.252747253,4.298064957775e-05,976400,41.9663062477151
2017-06-20,"60 to 79",35.0816326530612,808206.593406593,4.34067637399394e-05,976400,42.3823641156768
2017-06-21,"60 to 79",35.4285714285714,808265.934065934,4.38328153338717e-05,976400,42.7983608919924
2017-06-22,"60 to 79",34.8775510204082,808325.274725275,4.31479159577956e-05,976400,42.1296251411916
2017-06-23,"60 to 79",34.3265306122449,808384.615384615,4.24631171338076e-05,976400,41.4609875694497
2017-06-24,"60 to 79",33.7755102040816,808443.956043956,4.17784188397658e-05,976400,40.7924481551474
2017-06-25,"60 to 79",33.2244897959184,808503.296703297,4.1093821053535e-05,976400,40.1240068766715
2017-06-26,"60 to 79",32.6734693877551,808562.637362637,4.04093237529861e-05,976400,39.4556637124156
2017-06-27,"60 to 79",32.1224489795918,808621.978021978,3.97249269159968e-05,976400,38.7874186407793
2017-06-28,"60 to 79",31.5714285714286,808681.318681319,3.90406305204512e-05,976400,38.1192716401685
2017-06-29,"60 to 79",31.7142857142857,808740.659340659,3.9214407422203e-05,976400,38.288947407039
2017-06-30,"60 to 79",31.8571428571429,808800,3.93881588243606e-05,976400,38.4585982761057
2017-07-01,"60 to 79",32,808870.652173913,3.95613314860628e-05,976400,38.6276840629917
2017-07-02,"60 to 79",32.1428571428571,808941.304347826,3.97344738982897e-05,976400,38.7967403142901
2017-07-03,"60 to 79",32.2857142857143,809011.956521739,3.99075860689665e-05,976400,38.9657670377389
2017-07-04,"60 to 79",32.4285714285714,809082.608695652,4.00806680060156e-05,976400,39.1347642410736
2017-07-05,"60 to 79",32.5714285714286,809153.260869565,4.02537197173566e-05,976400,39.3037319320269
2017-07-06,"60 to 79",32.5102040816327,809223.913043478,4.01745469425913e-05,976400,39.2264276347462
2017-07-07,"60 to 79",32.4489795918367,809294.565217391,4.00953879915409e-05,976400,39.1491368349406
